,predict,grouth_True,class_id
1324,NGÀY KINH DOANH 07/08/2020 THỊ,NGÀY KINH DOANH 07/08/2020,SELLER
1325,Tổng thanh toán,Hồng thanh toán,TOTAL_COST
1326,121.664.448,21.004.448,TOTAL_COST
1327,Vincommerce,VinCommerce,SELLER
1328,VM% QNH 1060-1062 Trần Phú,VM+QNH 10604062 Trần Phú,ADDRESS
1329,Số 1060-1062 Đường Trần Phú,Số 10604062 Đường Trần Phú,ADDRESS
1330,"TP. Câm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
1331,Ngày:12/08/2020,Ngày: 12/08/2020,TIMESTAMP
1332,Thời gian:16:04,Thời gian: 16:04,TIMESTAMP
1333,SCTC CÔ THỎ 104 TRẦN PHÚ - CẨM,SCTC cổ THỎ 104 TRẦN PHÚ - CẨM,SELLER
1334,PHẢ,PHẢ,SELLER
1335,104 Trần Phú - phường Cẩm Tây Thành phố Cấm,104 Trần Phú - phường Cẩm Tây - Thành phố Cẩm,ADDRESS
1336,Phá - Quảng Ninh,Phả - Quảng Ninh,ADDRESS
1337,Ngày: 09/08/2020 (08:30 CH - 08:30 CH),Ngày: 09/08/2020 (08:30 CH - 08:30 CH),TIMESTAMP
1338,Tổng thanh toán,Tổng thanh toán,TOTAL_COST
1339,60.000,60.000đ,TOTAL_COST
1340,MINIMART ANAN,MINIMART ANAN,SELLER
1341,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1342,Ngày: 14/08/2020-14:39,Ngày: 14/08/2020 14:39,TIMESTAMP
1343,"321,016","321,016",TOTAL_COST
1344,Tổng tiền,Tổng tiền,TOTAL_COST
1345,Khi,NAI,TIMESTAMP
1346,54/000 09:46 15,05/05/2020 09:48:15,TIMESTAMP
1347,TỐNG:,TỔNG:,TOTAL_COST
1348,13.843.000 Độ,13 . 843 . 000 Đ,TOTAL_COST
1349,phuc long,PHÚC TONG,SELLER
1350,PHỤC LONG,PHUC LONG,SELLER
1351,"1942 TRAN CAO VAN, P.6 Q. 3, TP.HCM","42 TRAN CAO VAN, P.6 Q.3, Tp. HCM",ADDRESS
1352,15/08/2020 02:41:09 PM,15/08/2020 02:41:09 PM,TIMESTAMP
1353,TOTALE,TOTAL,TOTAL_COST
1354,"55,000","55, 000",TOTAL_COST
1355,"403 Phan Huy Ích, P.14, Q.Gò Vấp","403 Phan Huy Ích, P.14, Q.Gò Vấp",ADDRESS
1356,Thanh Toán,Thanh Toán:,TOTAL_COST
1357,THE COFFEE HOUSE,THE COFFEE HQUSE,SELLER
1358,Thời gian:01.10.2020009.04,Thời gian:01.10.2020 09.04,TIMESTAMP
1359,59 000,59000,TOTAL_COST
1360,Vincommerce,VinCommerce,SELLER
1361,"VM% ONH T67, Khu Mình Tiền A","VM+QNH Tổ 7, Khu Minh Tiến A",ADDRESS
1362,"T67, Khu Minh Thinh A",Tổ 7. Khu Minh Tiến A,ADDRESS
1363,"P. Cầm Bình, TP. Cảm Pha, ONH","P. Cẩm Bình, TP.Cẩm Phả, QNH",ADDRESS
1364,Ngày bản:09/08/2020 22:18,Ngày bán: 09/08/2020 22:18,TIMESTAMP
1365,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1366,39.500,39.500,TOTAL_COST
1367,MINIMART ANAN,MINIMART ANAN,SELLER
1368,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1369,Ngày: 12/08/2020-12:22,Ngày: 12/08/2020 - 12:22,TIMESTAMP
1370,Tổng cộng,Tổng cộng:,TOTAL_COST
1371,"85,000","85,000",TOTAL_COST
1372,Vincommerce,VinCommerce,SELLER
1373,ViM? ONH 1060-1082 Trần Phú,VM + QNH 1060-1062 Trần Phú,ADDRESS
1374,Số 1080-1082 Đường Trần Phú,Số 1060-1062 Đường Trần Phú,ADDRESS
1375,"TP. Cầm Phá, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
1376,Ngày bán: 14/08/2020 08:29,Ngày bán: 14/08/2020 08:29,TIMESTAMP
1377,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1378,160.000,160.000,TOTAL_COST
1379,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
1380,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
1381,Thời gian:16:40:27 - 14/08/2020,Thời gian: 16:40:27 - 14/08/2020,TIMESTAMP
1382,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
1383,84.000d,"84,000đ",TOTAL_COST
1384,MINIMART ANAN,MINIMART ANAN,SELLER
1385,Và Chợ Sủi Phú Thị Gia Làm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1386,Ngày: 13/08/2020-17:35,Ngày: 13/08/2020 - 17:35,TIMESTAMP
1387,Tổng cộng:,Tổng cộng :,TOTAL_COST
1388,"226,000","226,000",TOTAL_COST
1389,Vincommerce,VinCommerce,SELLER
1390,VM% QNH 1060-1062 Trần Phú,VM+ QNH 1060-1062 Trần Phú,ADDRESS
1391,Và Số 1060-1062 Đường Trân Phúc,Số 10804062 Đường Trần Phú,ADDRESS
1392,"TP. Càm Phà, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
1393,Ngày bán:14/08/2020 21:31,Ngày bán: 14/08/2020 21:31,TIMESTAMP
1394,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1395,10.000,10.000,TOTAL_COST
1396,NHÀ SÁCH GD-TC CẨM PHẢNG,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
1397,Đc. 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
1398,Thời gian:17:48:43 - 09/08/2020,Thời gian: 17:48:43 - 09/08/2020,TIMESTAMP
1399,Tổng số thanh toán,Tổng số thanh toán,TOTAL_COST
1400,12.000,12.000đ,TOTAL_COST
1401,Vincommerce,VinCommerce,SELLER
1402,VIÊN VINH CON 112 THANH NĂM,VM + QNH 112 Thanh Niên,ADDRESS
1403,"TP Cầm Phà, Quảng Ninh","TP Cẩm Phả, Quảng Ninh",ADDRESS
1404,Ngày bản: 13/08/2020 10:19,Ngày bán: 13/08/2020 10:19,TIMESTAMP
1405,THỊ TỔNG TIẾN PHẢI T.TOÁN NAM,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1406,10.500,10.500,TOTAL_COST
1407,MINIMARTANAN,MINIMART ANAN,SELLER
1408,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1409,11 Ngày: 09/08/2020-20:46,Ngày: 09/08/2020 - 20:46,TIMESTAMP
1410,Tổng cộng:,Tổng cộng :,TOTAL_COST
1411,"63,000","63,000",TOTAL_COST
1412,MINIMART ANAN,MINIMART ANAN,SELLER
1413,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1414,Ngày: 13/08/2020-18:15,Ngày: 13/08/2020-18:15,TIMESTAMP
1415,Tổng tiền,Tổng tiền:,TOTAL_COST
1416,"145,000","145,000 145,000",TOTAL_COST
1417,"149,585.00",149.585.00,TOTAL_COST
1418,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
1419,191 Quang Trung 0.9,191 Quang Trung Q.9,ADDRESS
1420,THE COFFEE HOUSE,THE COFFEE HQUSE,SELLER
1421,"403 Phan Huy Ích, P.14, QGò Vấp","403 Phan Huy Ich, P.14.Q.Gò vấp",ADDRESS
1422,Thời gian:01.10.2020 09.14,Thời gian: 01.10.2020 09:14,TIMESTAMP
1423,Thanh Toán,Thanh Toán,TOTAL_COST
1424,101000,10101000,TOTAL_COST
1425,Vincommerce,VinCommerce,SELLER
1426,VM4 QNH 690 Trần Phú,VM + QNH 590 Trần Phú,ADDRESS
1427,"1985 Số 590 Trần Phú, P. Câm Thủy",Số 590 Trần Phú P. Cẩm Thủy,ADDRESS
1428,"TP. Cầm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
1429,Ngày bán: 15/08/2020 11:03,Ngày bán: 15/08/2020 11:03,TIMESTAMP
1430,TỔNG TIỀN PHẢI T.TOÁN THỊ,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1431,48.000,48.000,TOTAL_COST
1432,MINIMART ANAN,MINIMART ANAN,SELLER
1433,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1434,12/ Ngày: 12/08/2020-08:03,Ngày: 12/08/2020 - 08:08:03,TIMESTAMP
1435,Tổng tiền:,Tổng tiền,TOTAL_COST
1436,"62,996","62,996",TOTAL_COST
1437,MINIMART ANAN,MINIMART ANAN,SELLER
1438,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1439,Ngày: 16/08/2020-21:18,Ngày: 16/08/2020 21:18,TIMESTAMP
1440,Tổng tiền,Tổng tiền,TOTAL_COST
1441,"227,040","227,040",TOTAL_COST
1442,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
1443,"Thôn Phú Thuy, Xà Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
1444,Ngày: 12-08-2020,Ngày : 12-08-2020,TIMESTAMP
1445,Cộng tiền hàng,Cộng tiền hàng tiền hàng,TOTAL_COST
1446,"10,000","10,000",TOTAL_COST
1447,Vincommerce,VinCommerce,SELLER
1448,VM% QNH Tổ 8 Khu 3B Cầm Trung,VM+QNH Tổ 8 Khu 3B Cẩm Trung,ADDRESS
1449,"Tổ 8, Khu 3B, P. Cầm Trung","Tổ 8, Khu 3B, P. Cẩm Trung",ADDRESS
1450,"TP. Cầm Phà, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
1451,Ngày:13/08/2020,Ngày : 13/08/2020,TIMESTAMP
1452,Thời gian:17:39,Thời gian: 17:39,TIMESTAMP
1453,Phúc Anh Minimart,Phúc Anh Minimimart,SELLER
1454,248 Cổ Bi - Gia Lâm - Hà Nội,248 Cổ Bi - Gia Lâm - Hà Nội,ADDRESS
1455,Ngày: 26-06-2020,Ngày 26-06-2020,TIMESTAMP
1456,Cộng tiền hàng,Cộng tiền hàng,TOTAL_COST
1457,"44,000","44,000",TOTAL_COST
1458,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
1459,ĐC 212 Đường Trần Phu Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
1460,Thời gian:08:42.03 - 14/08/2020,Thời gian: 08:42:03 - 14/08/2020,TIMESTAMP
1461,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
1462,12.000d,12.000đ,TOTAL_COST
1463,VM% QNH Số 463 Tô 66 Khu Diêm Thủy,VM+ QNH Số 463 Tổ 66 Khu Diêm Thuý,ADDRESS
1464,"19 Số 463, Tổ 66, Khu Diêm Thủy","Số 483, Tổ 86, Khu Diêm Thuỷ",ADDRESS
1465,"P. Câm Đông, TP. Cầm Phả","P. Cẩm Đông, TP. Cẩm Phả",ADDRESS
1466,Ngày bán:15/08/2020 07:22,Ngày bán: 15/08/2020 07:22,TIMESTAMP
1467,10 TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1468,40.900,40.900,TOTAL_COST
1469,YÊN ĐẠI LÝ:,TÊn ĐẠI LÝ:,SELLER
1470,QUINMARTS,VINMART,SELLER
1471,DỊA CHỈ MỸ,ĐỊA CHỈ:,ADDRESS
1472,"SỐ 1060-1062 TRÁN PHÚ,P.C",.SỐ 1060-1062 TRẦN PHÚ. P. C,ADDRESS
1473,PHÓI GIAN,THỜI GIAN,TIMESTAMP
1474,1111/08/2020 22:04:16,14/08/2020 22:04:16,TIMESTAMP
1475,TAI QUẤY,TẠI QUẦY:,TOTAL_COST
1476,15,15,TOTAL_COST
1477,15.834.728 Đ,5.834.728 Đ,TOTAL_COST
1478,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T. TOÁN,TOTAL_COST
1479,170.400,170.400,TOTAL_COST
1480,Ngày bản:09/08/2020 20:40,Ngày bán: 09/08/2020 20:40,TIMESTAMP
1481,"VIM? ONH TỐ 7, KHU MÌNH TIẾN A","VM+ QNH Tổ 7 , KHu Minh Tiến A",ADDRESS
1482,"Tổ 7, Khu Minh Tiến A","Tổ 7, khu Minh Tiến A",ADDRESS
1483,"P. Cầm Bình, TP. Cầm Pha, QNM",P Cẩm Bình. Tp. Cẩm Phả. QNH,ADDRESS
1484,Vincommerce,VinCommerce,SELLER
1485,Vincommerce,VinCommerce,SELLER
1486,VIM- ANH Tố 8 Khu 3B Cẩm Trung,VM+QNH Tổ 8 Khu 3B Cẩm Trung,ADDRESS
1487,"Tổ 8, Khu 3B, P. Cảm Trung","Tổ 8, Khu 3B, P. Cẩm Trung",ADDRESS
1488,"TP. Cảm Pha, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
1489,Ngày bán:14/08/2020 06:14,Ngày bán: 14/08/2020 06:14,TIMESTAMP
1490,TỐNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1491,21.000,21.000,TOTAL_COST
1492,JahaTafé,Laha Cafe,SELLER
1493,JUST GOOD COFFEE,JUST GOOP COFFEE,SELLER
1494,"857 Nau Vẫn Kiêm, P3, Q.Gò Vấp","857 Nguyễn Kiên, P3, Q.Gò Vấp",ADDRESS
1495,Ngày:,Ngày:,TIMESTAMP
1496,09.10.2020,09.10.2C20,TIMESTAMP
1497,Giờ vào:,Gò vào:,TIMESTAMP
1498,19.14,19.14,TIMESTAMP
1499,Tổng cộng:,Tổng cộng:,TOTAL_COST
1500,19 000,19 000,TOTAL_COST
1501,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
1502,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
1503,Thời gian:21:18:37 - 13/08/2020,Thời gian: 21-18:37 - 13/08/2020,TIMESTAMP
1504,Tổng số thanh toán:,Tổng số thanh toán:,TOTAL_COST
1505,"36,000",38.000đ,TOTAL_COST
1506,beemart,mart,SELLER
1507,"Số 5 ngô 26 Nguyên Khánh Toàn, Cầu Giây, Hà Nội","Số 5 ngõ 26 Nguyễn Khánh Toàn, Cầu Giấy, Hà Nội",ADDRESS
1508,Ngày bán:,Ngày bán,TIMESTAMP
1509,15/08/2020:12:55,15/08/2020 12:55,TIMESTAMP
1510,Tổng tiền hàng,Tổng tiền hàng,TOTAL_COST
1511,"268,000",268000,TOTAL_COST
1512,MINIMART ANAN,MINIMART ANAN,SELLER
1513,Chợ Sủi Phú Thị Gia Làm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1514,Ngày: 11/08/2020-17:47,Ngày: 11/08/2020 - 17:47,TIMESTAMP
1515,Tổng cộng:,Tổng cộng,TOTAL_COST
1516,"53,000","53,000",TOTAL_COST
1517,Saigon Co.op,Saigon Co.op,SELLER
1518,Co.op Food HN THE K-PARK,Co.op Food HN THE K-PARK,SELLER
1519,"1 Tang 1, SH42 - Toa K3, Cong trinh chung cu thu thu","Tang 1,SH42 - Toa K3, Cong trinh chung cu",ADDRESS
1520,ket hop dich vu tren o dat H-cT2 thuoc,ket hop đich vu tren o dat H-CT2 thuoc,ADDRESS
1521,Du an Dau tu xay dung Khu nha o Hi Brand,Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
1522,tai Khu do thi moi Van Phu y,"tai Khu do thi moi Van Phu,",ADDRESS
1523,"P. Phu La, Q. Ha Dong, Tp Ha Noi","P. Phu La, Q. Ha Dong, Tp Ha Noi",ADDRESS
1524,Ngay: 19/09/2019 18:00:35,Ngày: 19/09/20199 18:00:35,TIMESTAMP
1525,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
1526,"29,300.00","29,300.00",TOTAL_COST
1527,MINIMART ANAN,MINIMART ANAN,SELLER
1528,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1529,Ngày: 15/08/2020-18:45,Ngày: 15/08/2020 - 18:45,TIMESTAMP
1530,"100,000","100,000",TOTAL_COST
1531,Tổng cộng,Tổng cộng,TOTAL_COST
1532,SIEU THI BACH HOA TONG HOP,SIEU THI BACH HOA TONG HOP,SELLER
1533,Số 5 Cấm Tây - Cấm Phá- QN,Số 5 Cẩm Tây - Cẩm Phả - QN,ADDRESS
1534,Ngày 10/08/2020-11,Ngày: 10/08/2020 - 11:,TIMESTAMP
1535,Tổng cộng (đã gồm VAT);,Tổng cộng (đã gồm VAT),TOTAL_COST
1536,"38,000","38,000",TOTAL_COST
1537,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
1538,"Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thụy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
1539,Ngày: 10-08-2020,Ngày: 10-08-2020,TIMESTAMP
1540,Cộng tiền hàng,Cộng tiền hàng,TOTAL_COST
1541,"198,000","198,000",TOTAL_COST
1542,Saigon Co.0P,Saigon Co.op,SELLER
1543,Conoppersonalization,Co.op Food HN THE K-PARK,SELLER
1544,Trong Liên Thị Trong Thị Trung Thị Trung Thị Trung Thuận Thuận Thuận Thuận Thuận Thuận Thuận Thuận Thuậng,"Tang 1, SH 42 Toa K3 cong trinh chung cu",ADDRESS
1545,03610000000099,ket hop dich vu tren o dat H-CT2 thuoc,ADDRESS
1546,177000000000099,Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
1547,Ngay: 17/09/2019 10:50:29,Ngày: 17/09/2019 10:50:29,TIMESTAMP
1548,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
1549,"16,800.00","6,800.00",TOTAL_COST
1550,tu xay dung soi van phu,"tai khu do thi moi Van Phu,",ADDRESS
1551,"Phi Khu do ta Dong, Tp Ha Noi","P. Phu La, Q. Ha Dong, Tp Ha Noi",ADDRESS
1552,Vincommerce,VinCommerce,SELLER
1553,VM% QNH Tổ 8 Khu 3B Cầm Trung,VM+QNH Tổ 8 Khu 38 Cẩm Trung,ADDRESS
1554,"Tổ 8, Khu 3B, P. Câm Trung Nam","Tổ 8, Khu 3B, P. Cẩm Trung",ADDRESS
1555,"TP. Cám Phà, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
1556,Ngày bán: 12/08/2020 21:04,Ngày bán: 12/08/2020 21:04,TIMESTAMP
1557,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1558,39.000,39.000,TOTAL_COST
1559,MINIMART ANAN,MINIMART ANAN,SELLER
1560,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1561,Ngày: 12/08/2020-12:22,Ngày: 12/08/2020 - 12:22,TIMESTAMP
1562,Tổng cộng :,Tổng cộng :,TOTAL_COST
1563,"84,000","84,000",TOTAL_COST
1564,VIÊN MÌ MỸ,TÊN ĐẠI LÝ,SELLER
1565,VIMEST,VINMART,SELLER
1566,via chỉ,Địa chỉ:,ADDRESS
1567,"""TỔ 7 MU NINH TIẾN H,P.CÁ",TỔ 7 KHU MINH TIẾN A.P .CA,ADDRESS
1568,THỜI GIAN,THỜI GIAN,TIMESTAMP
1569,130/220 12:18:45,13/08/2020 12:18:45,TIMESTAMP
1570,TAI QUÁY .,TAI QUAY,TOTAL_COST
1571,04,04 04,TOTAL_COST
1572,549.885 Đ,549.885 D,TOTAL_COST
1573,MINIMART ANAN,MINIMART ANAN,SELLER
1574,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1575,Ngày: 12/08/2020-12:39,Ngày: 12/08/2020 - 12:39,TIMESTAMP
1576,Tổng cộng 3,Tổng cộng,TOTAL_COST
1577,"44,000","44,000 44,000",TOTAL_COST
1578,Vincommerce,VinCommerce,SELLER
1579,VM4 0NH 112 Thanh Niên,VMA+ QNH 112 Thanh Niên,ADDRESS
1580,"Số 112 Thanh Niên, P. Cầm Thành","Số 142 Thanh Niên, P. Cẩm Thành",ADDRESS
1581,"TP. Cầm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
1582,Ngày bán:13/08/2020 10:24,Ngày bán: 13/08/2020 10:24,TIMESTAMP
1583,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1584,10.702,10.702,TOTAL_COST
1585,Khách phải trả,Khách phải trả,TOTAL_COST
1586,Vincommerce,VinCommerce,SELLER
1587,VM% HNI 32 Láng Trung,VM + HNI 32 Láng Trung,SELLER
1588,"Số 32 ngô Láng Trung, P. Lăng Hạ","Số 32 ngõ Láng Trung, P.Láng Hạ",ADDRESS
1589,"6, Đồng Đa, Hà Nội","Q. Đống Đa, Hà Nội",ADDRESS
1590,Ngày bán:11/08/2020 19:04,Ngày bán: 11/08/2020 19:04,TIMESTAMP
1591,TỔNG TIÊN PHẢI 1 TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1592,108.000,108.000,TOTAL_COST
1593,MINIMART ANAN,MINIMART ANAN,SELLER
1594,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1595,Ngày: 11/08/2020-07:45,Ngày: 11/08/2020-07:45,TIMESTAMP
1596,Tổng tiền:,Tổng tiền,TOTAL_COST
1597,"23,000","23,000",TOTAL_COST
1598,MINIMART ANAN,MINIMART ANAN,SELLER
1599,Chợ Sùi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1600,Ngày: 10/08/2020-18:27,Ngày: 10/08/2020 - 18:27,TIMESTAMP
1601,Tiến khách trả:,TIền khách trả:,TOTAL_COST
1602,"96,000","96,000",TOTAL_COST
1603,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
1604,"Thôn Phú Thuy, Xà Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
1605,Ngày: 12-08-2020),Ngày: 12-08-2020,TIMESTAMP
1606,Cộng tiên hàng,Cộng tiền hàng tiền hàng,TOTAL_COST
1607,"51,500","51,500",TOTAL_COST
1608,MINIMART ANAN,MINIMART ANAN,SELLER
1609,Chơ Sửi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1610,Ngày: 16/08/2020-08:46,Ngày: 16/08/2020 08:46,TIMESTAMP
1611,Tổng cộng:,Tổng cộng:,TOTAL_COST
1612,"87,500","87,500",TOTAL_COST
1613,MINIMARTANAN,MINIMART ANAN,SELLER
1614,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
1615,Ngày: 10/08/2020-14:28,Ngày: 10/08/2020 - 14:28,TIMESTAMP
1616,Tổng cộng,Tổng cộng :,TOTAL_COST
1617,"47,000","47,000",TOTAL_COST
1618,MINIMART ANAN,MINIMART ANAN,SELLER
1619,Được Chợ Sủi Phủ Thị Gia Làm Đại,Chợ Sủi Phú Thị Thị Gia Lâm,ADDRESS
1620,Ngày: 12/08/2020-07:04 mm,Ngày: 12/08/2020-07:04,TIMESTAMP
1621,Tổng cộng:,Tổng cộng :,TOTAL_COST
1622,"108,000","108,000",TOTAL_COST
1623,Vincommerce,VinCommerce,SELLER
1624,VM% QNH 1060-1062 Trần Phú,VM+ QNH 1060-1062 Trần Phú,ADDRESS
1625,Số 1080-1062 Đường Trần Phú Thế,Số 1060-1062 Đường Trần Phú,ADDRESS
1626,"TP. Cầm Phả, Quảng Ninh Thị","TP.Cẩm Phả, Quảng Ninh",ADDRESS
1627,Ngày:15/08/2020,Ngày : 15/08/2020,TIMESTAMP
1628,Thời gian:11:02,Thời gian: 11:02,TIMESTAMP
1629,PHÓ MÔI,PHỐ MỎ,SELLER
1630,Tổ 7 khu tân lập 4. p. cầm thủy,Tổ 7 khu Tân Lập 4 - Phường Cẩnm Thuỷ,ADDRESS
1631,Tp. Cẩm Phá - Quảng Ninh,Tp Cẩm Phả - Quảng Ninh,ADDRESS
1632,11/0B12020.2137,11/08/2020 21:37,TIMESTAMP
1633,"60,000","60,000",TOTAL_COST
1634,Tổng cộng:,Tổng cộng:,TOTAL_COST
1635,Vincommerce,VinCommerce,SELLER
1636,"VM% QNH Tô 7, Khu Minh Tiến A","VM+QNH Tổ 7, Khu Minh Tiến A",ADDRESS
1637,"Tổ 7, Khu Minh Tiến Á","Tổ 7, Khu Hình Tiến A",ADDRESS
1638,"P. Cầm Bình, TP. Cẩm Phả, QNH","P. Cẩm Bình, TP. Cẩm Phả, QNH",ADDRESS
1639,Ngày bán:09/08/2020 13:12,Ngày bán: 09/08/2020 13:12,TIMESTAMP
1640,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1641,SCTC CÔ THỎ 104 TRẦN PHÚ - CẨM,SCTC cổ THỎ 104 TRẦN PHÚ - CẨM,SELLER
1642,PHÁ,PHẢ,SELLER
1643,104 Trần Phú - phường Cấm Tê... Thành phố Cấm,"104 Trần Phú, phường Cẩm Tê, Thành phố Cẩm",ADDRESS
1644,Ngày: 08/08/2020 (08:30 CH - 08:30 CH),Ngày: 08/08/2020 (08:30 CH 08:30 CH),TIMESTAMP
1645,Tổng thanh toán 60.000,Tổng thanh toán,TOTAL_COST
1646,Vincommerce,VinCommerce,SELLER
1647,VM% QNH Số 463 Tổ 66 Khu Diêm Thủy,VM+ QNH Số 463 Tổ 66 Khu Diêm Thủy,ADDRESS
1648,"16 Số 463, Tổ 66, Khu Điêm Thuyền","Số 483, Tổ 66, Khu Diêm Thuỷ",ADDRESS
1649,"P. Cảm Đông, TP. Cầm Phả","P.Cẩm Đông, TP. Cẩm Phả",ADDRESS
1650,15 Ngày bán:15/08/2020 09:48,Ngày bán: 15/08/2020 09:48,TIMESTAMP
1651,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1652,74.100,74.100,TOTAL_COST
1653,Vincommerce,Vincommerce,SELLER
1654,VN% QNH 580 Trần Phủ,VM + QNH 590 Trần Phú,ADDRESS
1655,"Số 500 Trần Phú, P. Cầm Thủy","Số 590 Trần Phú, P.Cẩm Thuỷ",ADDRESS
1656,"TP. Câm Phả, Quảng Ninh Vinh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
1657,Ngày bán:14/08/2020 08:20,Ngày bán: 14/08/2020 08:20,TIMESTAMP
1658,"TỔNG TIẾN PHẢI 1, TOÁN",TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
1659,60.582,"60,500",TOTAL_COST
1660,Vincommerce,VinCommerce,SELLER
1661,VM% QNH 112 Thanh Niên,VM+QNH 112 Thanh Niên,ADDRESS
1662,"Số 112 Thanh Niên, P. Cảm Thành","Số 112 Thanh Mân, P Cẩm Thanh",ADDRESS
